City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,jacksonville,30.3322,-81.6556,297.61,76,75,2.57,US,1670189433
279,eyl,7.9803,49.8164,297.54,73,97,7.71,SO,1670189563
280,birjand,32.8663,59.2211,276.41,48,0,3.09,IR,1670189563
281,ketchikan,55.3422,-131.6461,275.14,69,0,5.66,US,1670189563
282,price,39.5994,-110.8107,279.74,49,75,0.0,US,1670189429
283,beringovskiy,63.05,179.3167,262.66,84,100,4.19,RU,1670189564
284,baykit,61.67,96.37,256.46,94,100,3.15,RU,1670189564
285,rock sound,24.9,-76.2,297.49,63,3,7.91,BS,1670189565
286,torbay,47.6666,-52.7314,276.08,87,75,12.86,CA,1670189565
287,peru,40.7537,-86.0689,276.73,46,0,5.14,US,1670189519
288,guatire,10.4762,-66.5427,294.37,92,100,1.26,VE,1670189565
289,pitea,65.3172,21.4794,270.2,97,79,1.79,SE,1670189566
290,cravo norte,6.3017,-70.2041,300.09,71,100,2.84,CO,1670189566
291,cardston,49.2,-113.3019,272.23,59,16,1.03,CA,1670189401
292,talas,38.6908,35.5538,272.52,86,40,2.06,TR,1670189566
293,baculin,7.4525,126.5842,298.23,88,100,1.08,PH,1670189567
294,lavrentiya,65.5833,-171.0,273.24,98,100,12.78,RU,1670189567
295,nuuk,64.1835,-51.7216,273.08,74,100,12.96,GL,1670189567
296,fasa,28.9383,53.6482,284.73,54,0,0.0,IR,1670189568
297,quatre cocos,-20.2078,57.7625,298.21,80,71,5.63,MU,1670189568
298,coihueco,-36.6167,-71.8333,301.56,23,0,4.63,CL,1670189568
299,kollam,8.8833,76.6,297.76,88,100,4.71,IN,1670189568
300,vagay,57.9375,69.0217,254.49,99,69,1.75,RU,1670189569
301,clyde river,70.4692,-68.5914,258.28,85,100,14.4,CA,1670189569
302,ust-kuyga,70.0167,135.6,249.8,98,100,3.24,RU,1670189569
303,kruisfontein,-34.0033,24.7314,289.75,78,69,2.73,ZA,1670189570
304,college,64.8569,-147.8028,265.12,93,40,2.06,US,1670189570
305,tabou,4.423,-7.3528,299.28,84,58,2.96,CI,1670189570
306,nerchinskiy zavod,51.3088,119.61,237.63,100,81,1.5,RU,1670189571
307,mahon,39.8885,4.2658,289.46,77,40,3.6,ES,1670189335
308,mujiayingzi,42.1167,118.7833,260.86,44,0,2.96,CN,1670189571
309,ust-nera,64.5667,143.2,230.27,98,82,1.3,RU,1670189572
310,gualeguay,-33.1416,-59.3097,305.6,19,2,6.02,AR,1670189572
311,necochea,-38.5473,-58.7368,291.9,68,2,4.29,AR,1670189572
312,nishihara,26.1842,127.7558,295.18,91,40,2.57,JP,1670189572
313,the valley,18.217,-63.0578,299.23,73,40,4.12,AI,1670189573
314,manutuke,-38.6833,177.9167,295.34,45,4,2.04,NZ,1670189573
315,roald,62.5833,6.1333,276.35,80,20,4.63,NO,1670189573
316,coruripe,-10.1256,-36.1756,297.24,87,76,5.56,BR,1670189322
317,nizwa,22.9333,57.5333,291.23,63,0,0.93,OM,1670189574
318,raga,8.4596,25.678,298.17,34,87,1.62,SS,1670189574
319,puerto baquerizo moreno,-0.9,-89.6,294.23,80,64,4.76,EC,1670189574
320,alice springs,-23.7,133.8833,291.9,42,0,0.51,AU,1670189575
321,lagos,6.5833,3.75,299.66,85,10,2.38,NG,1670189363
322,nechi,8.0942,-74.7757,299.85,90,52,1.04,CO,1670189396
323,ghanzi,-21.5667,21.7833,301.68,29,69,2.42,BW,1670189575
324,miri,4.4148,114.0089,297.23,100,40,1.03,MY,1670189576
325,flinders,-34.5833,150.8552,296.51,75,4,2.68,AU,1670189576
326,narsaq,60.9167,-46.05,263.27,62,23,3.59,GL,1670189576
327,mayo,38.8876,-76.5119,281.12,51,0,3.09,US,1670189577
328,basco,20.4487,121.9702,299.86,72,100,8.58,PH,1670189577
329,katsuura,35.1333,140.3,286.2,82,100,8.45,JP,1670189577
330,guadix,37.2993,-3.1392,282.76,65,42,2.1,ES,1670189578
331,naranjal,-2.6667,-79.6167,300.14,69,48,2.5,EC,1670189578
332,lufilufi,-13.8745,-171.5986,297.03,75,82,4.6,WS,1670189578
333,port blair,11.6667,92.75,299.85,79,98,5.83,IN,1670189579
334,baneh,35.9975,45.8853,275.11,78,95,2.65,IR,1670189579
335,burnie,-41.0667,145.9167,290.9,65,4,3.39,AU,1670189579
336,gamba,-2.65,10.0,298.12,89,100,2.49,GA,1670189580
337,cidreira,-30.1811,-50.2056,295.7,92,79,1.86,BR,1670189580
338,tete,-16.1564,33.5867,306.2,46,0,5.14,MZ,1670189580
339,kadoma,34.7333,135.5833,284.14,67,100,1.54,JP,1670189581
340,aljezur,37.3191,-8.8033,288.57,92,100,6.89,PT,1670189581
341,berlevag,70.8578,29.0864,268.12,80,20,8.75,NO,1670189581
342,derzhavinsk,51.1,66.3167,257.14,96,100,3.31,KZ,1670189582
343,bassila,9.0081,1.6654,300.3,27,17,2.33,BJ,1670189582
344,buchanan,5.8808,-10.0467,299.01,84,89,3.19,LR,1670189582
345,smoky lake,54.1169,-112.4686,269.55,42,97,8.23,CA,1670189423
346,williams lake,52.1415,-122.1445,261.91,82,100,1.54,CA,1670189429
347,villamontes,-21.25,-63.5,307.63,18,1,2.49,BO,1670189583
348,ayan,56.45,138.1667,256.94,63,100,5.41,RU,1670189584
349,basoko,1.2391,23.616,295.11,91,79,2.05,CD,1670189584
350,wahiawa,21.5028,-158.0236,299.33,65,100,3.09,US,1670189585
351,nansio,-2.1333,33.05,294.26,71,100,2.67,TZ,1670189585
352,aklavik,68.2191,-135.0107,248.64,99,99,3.51,CA,1670189585
353,maniitsoq,65.4167,-52.9,274.47,62,100,10.61,GL,1670189586
354,chapais,49.7834,-74.8492,261.03,95,100,3.99,CA,1670189586
355,ayacucho,-13.1583,-74.2239,299.07,12,0,4.63,PE,1670189586
356,kloulklubed,7.0419,134.2556,299.43,77,100,7.88,PW,1670189587
357,ixtapa,20.7,-105.2,299.72,78,0,4.63,MX,1670189506
358,nacozari,25.3366,-108.2574,304.29,45,88,3.8,MX,1670189587
359,broome,42.2506,-75.833,275.76,63,0,2.06,US,1670189587
360,zheleznodorozhnyy,55.7503,38.0042,263.39,85,100,2.74,RU,1670189363
361,merauke,-8.4667,140.3333,300.96,71,41,2.63,ID,1670189588
362,naliya,23.2667,68.8333,293.51,40,0,4.18,IN,1670189588
363,englewood,39.6478,-104.9878,288.66,32,75,5.14,US,1670189534
364,pidhorodne,48.5753,35.1068,267.2,46,5,5.85,UA,1670189589
365,peniche,39.3558,-9.3811,287.1,88,99,8.16,PT,1670189589
366,pangnirtung,66.1451,-65.7125,271.58,83,100,5.89,CA,1670189590
367,sangar,63.9242,127.4739,242.08,95,100,6.25,RU,1670189590
368,otavi,-19.65,17.3333,298.66,35,51,3.91,NA,1670189590
369,rovenki,48.0833,39.3776,264.32,65,78,7.0,UA,1670189591
370,vila velha,-20.3297,-40.2925,295.12,96,40,3.09,BR,1670189591
371,sonthofen,47.5167,10.2833,274.86,95,57,0.89,DE,1670189592
372,yelniki,54.6207,43.876,258.94,95,10,0.95,RU,1670189592
373,praia,14.9215,-23.5087,295.45,64,75,3.6,CV,1670189592
374,taua,-5.9667,-40.3,304.71,28,90,3.49,BR,1670189593
375,bandarbeyla,9.4942,50.8122,298.07,68,38,8.06,SO,1670189593
376,pathein,16.7833,94.7333,296.79,89,90,2.06,MM,1670189594
377,el ejido,36.7763,-2.8146,286.34,72,27,0.4,ES,1670189594
378,otane,-39.8833,176.6333,292.6,38,0,2.62,NZ,1670189595
379,salalah,17.0151,54.0924,297.2,73,40,2.06,OM,1670189595
380,atherton,53.5237,-2.4935,278.87,87,85,3.44,GB,1670189596
381,todiresti,47.3167,26.8333,270.08,82,100,4.9,RO,1670189596
382,sabang,5.8933,95.3214,300.2,76,100,5.41,ID,1670189597
383,tilichiki,60.4667,166.1,255.87,93,100,6.06,RU,1670189597
384,maumere,-8.6199,122.2111,299.81,78,90,1.92,ID,1670189597
385,soyo,-6.1349,12.3689,298.68,86,100,2.84,AO,1670189598
386,malakal,9.5334,31.6605,300.64,31,33,2.94,SS,1670189598
387,karratha,-20.7377,116.8463,300.91,46,1,4.36,AU,1670189599
388,hutchinson,38.0608,-97.9298,281.25,41,0,1.54,US,1670189421
389,morant bay,17.8815,-76.4093,303.94,72,17,5.35,JM,1670189599
390,provideniya,64.3833,-173.3,274.21,93,100,9.0,RU,1670189600
391,comodoro rivadavia,-45.8667,-67.5,297.07,22,20,7.2,AR,1670189600
392,langxiang,46.95,128.8833,250.28,99,54,1.9,CN,1670189600
393,silver city,32.7701,-108.2803,285.13,95,100,0.45,US,1670189473
394,kirakira,-10.4544,161.9205,300.66,80,100,3.91,SB,1670189601
395,port lincoln,-34.7333,135.8667,288.93,65,100,7.45,AU,1670189602
396,batagay-alyta,67.8006,130.4114,249.46,99,100,0.74,RU,1670189602
397,carnot,4.9409,15.8665,296.7,36,18,0.23,CF,1670189602
398,imeni poliny osipenko,52.4201,136.4853,243.55,92,63,2.74,RU,1670189603
399,leningradskiy,69.3833,178.4167,260.35,90,100,2.48,RU,1670189603
400,gizo,-8.103,156.8419,301.27,76,100,5.97,SB,1670189604
401,lixourion,38.2019,20.4314,289.1,87,95,8.57,GR,1670189604
402,avera,33.194,-82.5271,291.14,57,100,2.6,US,1670189605
403,bambanglipuro,-7.95,110.2833,297.66,89,100,1.12,ID,1670189605
404,daokou,35.5639,114.5058,272.59,38,67,2.22,CN,1670189605
405,dingle,10.9995,122.6711,297.44,93,100,3.4,PH,1670189606
406,sivaki,52.6333,126.75,249.06,92,49,2.76,RU,1670189606
407,mokhsogollokh,61.4681,128.9203,254.38,98,100,0.61,RU,1670189606
408,cartagena,10.3997,-75.5144,301.94,70,40,4.12,CO,1670189563
409,okhotsk,59.3833,143.3,241.22,85,16,5.68,RU,1670189607
410,hambantota,6.1241,81.1185,296.34,100,40,0.51,LK,1670189607
411,saint-leu,-21.15,55.2833,296.61,79,100,1.08,RE,1670189608
412,hualmay,-11.0964,-77.6139,294.07,73,5,3.76,PE,1670189608
413,banda aceh,5.5577,95.3222,299.02,80,100,3.28,ID,1670189608
414,tezu,27.9167,96.1667,288.93,33,0,2.05,IN,1670189609
415,radolfzell,47.7333,8.9667,275.75,90,60,0.74,DE,1670189609
416,boma,7.0805,-2.1697,297.07,82,68,1.35,GH,1670189609
417,lichinga,-13.3128,35.2406,293.2,77,0,3.6,MZ,1670189610
418,adeje,28.1227,-16.726,294.57,80,20,8.75,ES,1670189610
419,la tuque,47.4334,-72.7824,268.29,58,100,3.09,CA,1670189559
420,cancun,21.1743,-86.8466,300.11,65,40,3.6,MX,1670189561
421,hondo,32.45,130.2,285.45,65,98,6.31,JP,1670189610
422,manaure,11.7751,-72.4445,299.68,75,60,6.34,CO,1670189611
423,abong mbang,3.9833,13.1833,297.03,58,82,0.78,CM,1670189611
424,tayoltita,24.0833,-105.9333,302.07,32,13,2.99,MX,1670189612
425,berezovka,53.7214,25.4993,268.96,86,98,5.11,BY,1670189612
426,aykhal,66.0,111.5,246.95,97,100,11.82,RU,1670189613
427,kachug,53.9606,105.8817,248.99,99,56,1.0,RU,1670189613
428,gusino,54.7244,31.368,264.6,84,100,4.37,RU,1670189613
429,yabelo,4.8833,38.0833,288.42,60,48,4.3,ET,1670189614
430,dryden,49.7833,-92.7503,261.31,85,100,5.66,CA,1670189614
431,berdsk,54.7551,83.0967,245.93,96,60,0.76,RU,1670189614
432,bondo,3.8146,23.6866,294.24,63,31,0.2,CD,1670189615
433,mitsamiouli,-11.3847,43.2844,299.59,81,18,4.0,KM,1670189615
434,camacupa,-12.0167,17.4833,289.68,96,100,1.32,AO,1670189616
435,media luna,20.1419,-77.435,301.42,51,2,9.57,CU,1670189616
436,nantucket,41.2835,-70.0995,279.23,57,20,2.06,US,1670189586
437,portneuf,46.6906,-71.8901,269.62,58,53,0.51,CA,1670189617
438,parabel,58.6978,81.4825,247.44,100,61,0.69,RU,1670189617
439,sosnovo-ozerskoye,52.5249,111.5418,253.48,95,73,6.63,RU,1670189617
440,fare,-16.7,-151.0167,299.93,69,4,6.82,PF,1670189618
441,kos,36.8933,27.2889,287.84,75,0,4.95,GR,1670189618
442,cabra,37.4725,-4.4421,285.08,73,90,2.11,ES,1670189618
443,kovdor,67.5662,30.4758,259.62,99,96,1.87,RU,1670189619
444,padang,-0.9492,100.3543,297.3,87,100,1.66,ID,1670189619
445,halifax,44.6453,-63.5724,277.15,68,19,6.17,CA,1670189397
446,dolores,-36.3132,-57.6792,296.96,58,77,5.49,AR,1670189401
447,chekhov,55.1431,37.4711,262.09,86,75,2.24,RU,1670189619
448,faya,18.3851,42.4509,286.21,80,1,1.29,SA,1670189620
449,trinidad,-14.8333,-64.9,308.14,46,40,2.06,BO,1670189602
450,kuusamo,65.9667,29.1833,265.17,93,100,2.57,FI,1670189620
451,buala,-8.145,159.5921,300.74,79,100,4.04,SB,1670189620
452,hangha,7.9411,-11.14,297.02,90,94,0.5,SL,1670189621
453,marmashen,40.8349,43.7779,271.53,80,100,2.06,AM,1670189621
454,concordia,-31.393,-58.0209,306.19,22,0,5.14,AR,1670189402
455,bousso,10.4795,16.7117,298.1,17,53,3.33,TD,1670189621
456,saint-remy-de-provence,43.7885,4.8317,281.76,100,100,2.57,FR,1670189622
457,porto walter,-8.2686,-72.7439,304.53,47,96,0.52,BR,1670189622
458,esperance,-33.8667,121.9,289.17,83,93,5.5,AU,1670189622
459,agboville,5.928,-4.2132,297.15,93,54,1.15,CI,1670189623
460,conde,-7.2597,-34.9075,299.85,74,20,4.12,BR,1670189623
461,mehamn,71.0357,27.8492,268.1,79,0,5.66,NO,1670189623
462,vardo,70.3705,31.1107,270.14,74,75,5.14,NO,1670189623
463,mbanza-ngungu,-5.25,14.8667,292.95,95,100,1.25,CD,1670189624
464,kaele,10.1092,14.4508,298.82,22,13,3.85,CM,1670189624
465,segezha,63.7415,34.3222,267.12,92,100,3.52,RU,1670189624
466,manjacaze,-24.7117,33.8828,296.08,92,0,2.35,MZ,1670189625
467,parnarama,-5.6817,-43.0933,300.99,54,90,0.81,BR,1670189625
468,mar del plata,-38.0023,-57.5575,300.16,60,0,4.63,AR,1670189442
469,daru,-9.0763,143.2092,301.19,68,87,1.52,PG,1670189625
470,norman wells,65.282,-126.8329,253.17,77,20,0.0,CA,1670189626
471,grand falls,47.0461,-67.7418,270.38,70,91,3.72,CA,1670189626
472,saint anthony,45.0205,-93.218,274.93,53,0,5.14,US,1670189362
473,nelson bay,-32.7167,152.15,294.31,77,10,2.13,AU,1670189626
474,komsomolskiy,40.4272,71.7189,274.55,86,75,2.06,UZ,1670189627
475,takoradi,4.8845,-1.7554,299.63,84,87,4.02,GH,1670189627
476,paramonga,-10.6667,-77.8333,293.89,75,4,3.51,PE,1670189627
477,khor,47.8861,134.9464,253.62,87,19,5.92,RU,1670189628
478,storm lake,42.6411,-95.2097,278.4,38,0,5.14,US,1670189628
479,miracatu,-24.2814,-47.4597,296.15,95,100,1.55,BR,1670189628
480,nouadhibou,20.931,-17.0347,292.14,88,0,5.14,MR,1670189629
481,bandiagara,14.3501,-3.6104,300.67,23,99,3.51,ML,1670189629
482,sao felix do xingu,-6.6447,-51.995,294.79,97,100,0.55,BR,1670189629
483,laguna,38.421,-121.4238,288.66,79,100,6.69,US,1670189563
484,gigmoto,13.7796,124.39,299.61,89,100,4.4,PH,1670189630
485,sinop,41.7711,34.8709,279.91,91,88,0.46,TR,1670189402
486,prince albert,53.2001,-105.7677,269.12,68,100,7.2,CA,1670189535
487,ust-ishim,57.6935,71.1665,251.13,100,78,1.46,RU,1670189630
488,guozhen,34.3659,107.359,273.3,49,0,0.33,CN,1670189630
489,meulaboh,4.1363,96.1285,297.77,90,100,3.84,ID,1670189631
490,cabedelo,-6.9811,-34.8339,300.52,73,31,5.26,BR,1670189631
491,oyem,1.5995,11.5793,293.31,96,24,0.81,GA,1670189631
492,tessalit,20.1986,1.0114,298.47,16,92,3.7,ML,1670189631
493,de-kastri,51.4667,140.7833,248.97,91,22,3.73,RU,1670189632
494,airai,-8.9266,125.4092,289.06,62,99,1.04,TL,1670189574
495,cuiluan,47.72,128.648,249.86,98,22,2.12,CN,1670189632
496,hami,42.8,93.45,267.64,46,85,0.99,CN,1670189633
497,lincoln,40.8,-96.667,284.26,30,0,3.09,US,1670188823
498,innisfail,-17.5333,146.0333,299.24,66,10,1.48,AU,1670189633
499,noshiro,40.2039,140.0242,275.54,57,100,8.53,JP,1670189633
500,richards bay,-28.783,32.0377,295.31,90,100,3.51,ZA,1670189634
501,kambove,-10.8764,26.5969,288.82,98,100,1.62,CD,1670189634
502,galveston,29.3669,-94.9669,295.98,89,100,3.09,US,1670189442
503,sayyan,15.1718,44.3244,281.92,41,2,1.78,YE,1670189634
504,dunedin,-45.8742,170.5036,285.26,68,98,2.68,NZ,1670189571
505,tahta,26.7693,31.5021,289.39,48,74,4.73,EG,1670189635
506,lima,-12.0432,-77.0282,292.29,73,20,4.12,PE,1670189590
507,galdar,28.147,-15.6502,292.43,75,52,9.26,ES,1670189635
508,buraydah,26.326,43.975,292.4,40,84,3.35,SA,1670189635
509,gazli,40.1333,63.45,268.77,50,100,3.26,UZ,1670189600
510,kamennomostskiy,44.2983,40.1856,273.78,87,79,1.1,RU,1670189636
511,norfolk,42.1668,-71.2495,277.88,57,100,1.49,US,1670189636
512,lakatoro,-16.0999,167.4164,301.54,69,100,3.54,VU,1670189636
513,nome,64.5011,-165.4064,274.35,86,100,11.83,US,1670189403
514,atambua,-9.1061,124.8925,296.3,73,91,0.86,ID,1670189637
515,ambunti,-4.2365,142.8448,298.65,87,100,0.78,PG,1670189637
516,porto novo,6.4965,2.6036,301.05,84,30,3.57,BJ,1670189637
517,leua,48.2156,18.6071,281.2,75,100,5.26,SK,1670189638
518,huarmey,-10.0681,-78.1522,294.17,75,1,3.71,PE,1670189638
519,sao joao da barra,-21.6403,-41.0511,298.2,87,100,9.55,BR,1670189532
520,lebanon,36.2081,-86.2911,280.53,73,0,0.0,US,1670189639
521,san francisco,37.7749,-122.4194,290.07,73,75,5.66,US,1670189635
522,kayerkan,69.3497,87.7602,265.11,100,100,4.01,RU,1670189639
523,daulatpur,26.5015,67.9706,291.09,26,0,0.65,PK,1670189639
524,spirit river,55.7833,-118.8361,268.39,92,100,4.2,CA,1670189640
525,moree,-29.4667,149.85,296.04,52,0,3.13,AU,1670189640
526,windhoek,-22.5594,17.0832,297.1,24,26,1.54,NA,1670189640
527,wewak,-3.5534,143.6268,300.55,81,100,3.44,PG,1670189641
528,labuhan,-6.8844,112.2051,298.86,85,95,2.09,ID,1670189641
529,shelburne,44.0787,-80.2041,271.99,74,29,6.34,CA,1670189641
530,sal rei,16.1833,-22.9167,295.33,63,20,3.7,CV,1670189642
531,mananjary,-21.2167,48.3333,296.52,84,99,1.12,MG,1670189642
532,jishui,33.7333,115.4,274.3,50,76,1.01,CN,1670189642
533,rundu,-17.9333,19.7667,298.74,25,25,2.21,NA,1670189643
534,hay river,60.8156,-115.7999,259.14,56,75,6.69,CA,1670189643
535,horta,38.5333,-28.6333,287.95,78,20,4.63,PT,1670189644
536,la sarre,48.8002,-79.1996,266.15,83,99,3.74,CA,1670189644
537,ukhta,63.5671,53.6835,250.83,98,22,1.06,RU,1670189644
538,payo,-3.7508,103.6372,295.31,98,100,0.58,ID,1670189645
539,san jeronimo,-11.9472,-75.2829,288.95,46,53,1.19,PE,1670189645
540,samarai,-10.6167,150.6667,300.64,73,69,4.78,PG,1670189646
541,shache,38.4167,77.2406,267.46,35,55,0.49,CN,1670189646
542,olafsvik,64.8945,-23.7142,279.2,74,94,2.71,IS,1670189646
543,kidal,18.4411,1.4078,298.69,16,46,5.35,ML,1670189647
544,yeniseysk,58.4497,92.1703,247.53,100,42,0.82,RU,1670189647
545,san ramon,37.7799,-121.978,289.21,73,40,4.12,US,1670189384
546,nadym,65.5333,72.5167,268.41,89,100,5.77,RU,1670189648
547,vermilion,40.1667,-87.7506,277.88,45,0,6.69,US,1670189429
548,itarema,-2.9248,-39.9167,299.55,74,71,7.6,BR,1670189648
549,wagar,16.1525,36.2032,296.76,68,0,5.57,SD,1670189649
550,ballina,-28.8667,153.5667,294.7,89,55,3.99,AU,1670189649
551,moose factory,51.2585,-80.6094,260.15,85,100,1.54,CA,1670189650
552,kabwe,-14.4469,28.4464,294.92,40,99,1.69,ZM,1670189650
553,novyy urengoy,66.0833,76.6333,269.11,94,100,6.27,RU,1670189650
554,fort pierce,27.4467,-80.3256,299.16,65,0,4.02,US,1670189555
555,ishinomaki,38.4167,141.3,275.15,79,99,5.58,JP,1670189651
556,otjiwarongo,-20.4637,16.6477,295.85,25,71,3.14,NA,1670189651
557,dhaka,23.7104,90.4074,295.14,68,0,0.0,BD,1670189459
558,yuci,37.6803,112.7319,264.01,73,0,2.0,CN,1670189652
559,ribeira brava,32.65,-17.0667,290.38,85,99,8.69,PT,1670189652
560,praya,14.9215,-23.5087,295.45,64,75,3.6,CV,1670189571
